word,freq
instalatorowi,2
instalatorów,4
instalowane,1
instalowania,12
instalowanie,9
instalowaniu,7
instalować,2
instaluje,1
instalujący,1
instancja,4
instancji,617
instancją,1
instancyjną,2
instrukcja,6
instrukcjach,4
instrukcjami,9
instrukcje,16
instrukcji,61
instrukcją,10
instrukcję,34
instrukcyjno,3
instruktażowej,3
instruktażowometodyczną,1
instruktażową,1
instruktażu,3
instruktor,4
instruktora,10
instruktorem,2
instruktorom,1
instruktorskich,1
instruktorskie,1
instruktorów,17
instrumen,5
instrument,8
instrumentach,15
instrumentalistyki,3
instrumentalistów,1
instrumentami,84
instrumentem,5
instrumentu,11
instrumenty,36
instrumentów,103
instruowane,1
instytucie,45
instytucja,132
instytucjach,101
instytucjami,98
instytucje,297
instytucji,977
instytucjom,51
instytucjonalne,3
instytucjonalnej,2
instytucjonalny,1
instytucją,49
instytucję,101
instytut,154
instytutach,16
instytutem,16
instytutom,6
instytutowi,18
instytutu,444
instytuty,12
instytutów,27
intarsje,1
intarsjowanie,1
inte,1
integracja,1
integracji,30
integracją,1
integrację,3
integracyjne,4
integracyjnej,1
integracyjnych,8
integracyjnym,3
integracyjnymi,17
integralne,2
integralnego,1
integralnej,1
integralności,18
integralność,2
integralną,16
integrowania,2
integrowanie,1
integrowaniu,1
intelektualna,1
intelektualnego,1
intelektualnej,23
intelektualnie,1
inteligencji,1
inteligentne,2
inteligentnych,3
intencyjny,1
intensywne,6
intensywnego,2
intensywnej,1
intensywnie,2
intensywnością,1
intensywność,5
interakcje,5
interakcji,4
interdyscyplinarne,1
interdyscyplinarnego,1
interdyscyplinarny,1
interdyscyplinarnych,3
interes,283
interesach,1
interesami,14
interesantów,3
interesariuszami,1
interesem,36
interesie,57
interesom,19
interesowi,8
interesowność,3
interesu,99
interesują,1
interesy,86
interesów,236
interfejs,1
interfejsu,2
interfejsy,1
interfejsów,8
interkalibracyjnych,3
intermodalności,1
internacie,3
internat,3
internatach,2
internatowo,2
internaty,8
internatów,4
internecie,1
internet,6
internetem,2
internetowe,2
internetowej,63
internetowych,22
internetowym,1
internetowymi,1
internetu,22
internowania,1
internowanych,1
interny,2
interoperacyjności,24
interoperacyjność,6
interpol,3
interpretacja,1
interpretacjach,1
interpretacjami,1
interpretacje,6
interpretacji,37
interpretacją,2
interpretację,6
interpretacyjne,1
interpretacyjnych,1
interpunkcji,2
intersputnik,4
interwencja,4
interwencje,2
interwencji,28
interwencję,5
interwencyjna,5
interwencyjne,10
interwencyjnego,13
interwencyjnej,21
interwencyjny,5
interwencyjnych,64
interwencyjnym,6
interwencyjnymi,3
interwencyjną,10
interwenient,18
interwenienta,11
interwenientowi,4
interwenientów,1
interweniowanie,1
introligatorskich,2
introligatorstwa,2
intymnej,1
intymności,2
intymnych,4
inulina,1
inulinowego,29
inulinowy,7
inulinowym,1
inuliny,2
inwalida,2
inwalidach,3
inwalidami,3
inwalidom,9
inwalidy,11
inwalidzi,5
inwalidzie,2
inwalidzka,11
inwalidzkich,7
inwalidzkie,6
inwalidzkiego,1
inwalidzkiej,79
inwalidzką,17
inwalidztwa,59
inwalidztwem,1
inwalidztwie,11
inwalidztwo,13
inwalidów,59
inwalidą,8
inwalidę,3
inwazje,1
inwazji,1
inwazyjne,1
inwazyjnych,1
inwazyjnym,2
inwentarskich,9
inwentarskie,1
inwentaryzacja,2
inwentaryzacje,1
inwentaryzacji,30
inwentaryzacją,6
inwentaryzację,15
inwentaryzacyjne,3
inwentaryzacyjnych,1
inwentaryzowanej,2
inwentaryzowania,1
inwentarz,9
inwentarza,25
inwentarzem,3
inwentarzowym,3
inwentarzu,2
inwentarzy,1
inwertowanego,1
inwertowany,3
inwertowanym,2
inwestor,36
inwestora,84
inwestorach,1
inwestorami,4
inwestorem,6
inwestorom,16
inwestorowi,9
inwestorski,2
inwestorskiego,13
inwestorze,5
inwestorzy,3
inwestorów,41
inwestowane,4
inwestowania,33
inwestowanie,3
inwestowaniem,3
inwestować,1
inwestuje,1
inwestujących,1
inwestycja,17
inwestycjach,12
inwestycjami,13
inwestycje,116
inwestycji,461
inwestycją,8
inwestycję,6
inwestycy,1
inwestycyjna,7
inwestycyjne,146
inwestycyjnego,144
inwestycyjnej,63
inwestycyjnemu,2
inwestycyjny,115
inwestycyjnych,369
inwestycyjnym,41
inwestycyjnymi,21
inwestycyjną,17
iny,1
inżynier,11
inżyniera,24
inżynieria,1
inżynierii,14
inżynierom,1
inżynierowi,1
inżynierskich,9
inżynierskie,4
inżynierskiej,4
inżynieryjne,1
inżynieryjnej,1
inżynieryjno,1
inżynieryjnych,2
inżynierów,33
io,1
ir,1
irena,2
irlandia,1
irlandii,9
irlandią,2
irlandię,1
irlandzkich,1
isa,1
isabelle,1
isaf,1
isbc,1
isbn,3
isbt,3
iskrowym,5
iskrzeniem,1
islandia,1
islandii,2
islandią,1
ism,1
iso,5
issn,1
istniał,7
istniała,4
istniałaby,1
istniało,4
istniały,13
istnieje,202
istnieją,84
istniejąca,5
istniejące,78
istniejącego,31
istniejącej,40
istniejący,9
istniejących,97
istniejącym,14
istniejącymi,5
istniejącą,15
istnienia,78
istnienie,49
istnieniem,3
istnieniu,23
istnieć,13
istocie,6
istota,2
istotna,16
istotne,233
istotnego,22
istotnej,41
istotnie,33
istotności,1
istotny,83
istotnych,208
istotnym,29
istotnymi,2
istotną,25
istoty,61
istotą,1
istotę,2
itd,1
itl,1
itp,96
its,31
ity,4
iu,3
iv,252
iva,19
ivb,4
ix,52
ixa,3
iz,1
izb,236
izba,181
izbach,90
izbami,10
izbie,157
izbom,11
izbowej,1
izby,1235
izbą,25
izbę,103
izo,3
izob,1
izobu,1
izobuty,1
izobutyl,5
izobutyli,1
izobutylid,2
izobutylide,4
izobutyliden,1
izobutylideno,1
izobutylidenodi,1
izobutylidenodim,1
izobutylidenodimoczni,1
izobutylidenodimocznika,1
izobutylpotasu,1
izocyjaniany,1
izoglukoza,7
izoglukozy,30
izoglukozą,1
izoglukozę,1
izolacja,10
izolacji,46
izolację,2
izolacyjne,5
izolacyjnego,23
izolacyjnej,6
izolacyjno,1
izolacyjności,1
izolacyjny,1
izolacyjnych,7
izolacyjną,1
izolator,1
izolatorskich,1
izolaty,1
izolowane,1
izolowanej,2
izolowania,2
izolowanie,1
izolowanych,1
izolujących,1
izomasłowym,1
izomery,6
izomeryzacji,1
izomerów,10
izometadon,1
izopol,1
izopropylowy,1
izotopowe,1
izotopowej,1
izotopowymi,1
izotopy,3
izotopów,11
izotropowo,3
ią,9
iąii,1
ić,1
iława,1
iławski,2
iłu,1
iż,138
j,126
ja,5
jabłecznika,1
jabłek,3
jabłka,2
jabłkami,1
jabłkowych,2
jachtów,6
jacket,8
jacobsoni,1
jacquez,1
jadalne,10
jadalni,1
jadalnych,3
jadem,1
jadowitych,3
jadwigi,1
jadącego,1
jadącemu,1
jagiellońskiego,3
jagiellońskiej,2
jaglica,1
jagniąt,2
jagnięce,1
jagnięta,1
jagodowych,12
jagód,1
jaj,26
jaja,8
jajami,1
jajczarskimi,1
jajecznych,2
jajowe,4
jajowych,4
jak,919
jaka,57
jakakolwiek,10
jakby,7
jaki,199
jakich,129
jakichkolwiek,37
jakie,501
jakiego,33
jakiegokolwiek,22
jakiej,98
jakiejkolwiek,63
jakiekolwiek,14
jakiemu,2
jakiemukolwiek,2
jakikolwiek,25
jakim,434
jakimi,12
jakimikolwiek,1
jakimkolwiek,14
jako,1814
jakoba,1
jakoś,1
jakości,786
jakościowa,2
jakościowe,44
jakościowego,2
jakościowej,11
jakościowy,16
jakościowych,83
jakościowym,32
jakościowymi,5
jakościową,7
jakością,59
jakość,92
jaką,57
jakąkolwiek,10
jamy,5
jan,1
jana,10
janeiro,1
janowice,2
janowski,2
januszewo,1
japonica,1
japonię,1
jarocin,1
jarocinie,2
jarociński,2
jarosław,2
jarosławiec,1
jarosławski,2
jary,1
jasielski,2
jaskiniach,1
jaskinie,3
jaskinię,1
jaskiń,3
jasne,2
jasnego,2
jasno,10
jasność,2
jasny,2
jasnych,3
jasną,1
jastkowice,1
jastrzębie,4
jaw,7
jawna,35
jawne,58
jawnego,7
jawnej,69
jawnie,8
jawności,62
jawność,33
jawny,38
jawnych,15
jawnym,15
jawnymi,1
jawną,9
jawor,1
jaworski,2
jaworzno,4
jazd,5
jazda,5
jazdach,1
jazdami,1
jazdy,136
jazdą,1
jazów,2
jaćmierz,1
jałowości,1
jałówka,1
jaśki,1
je,662
jechać,2
jed,5
jeden,541
jedenastego,4
jedenastu,2
jedenastym,1
jedna,126
jednak,1267
jednakowa,2
jednakowe,15
jednakowego,5
jednakowej,10
jednakowo,3
jednakowy,13
jednakowych,11
jednakowym,1
jednakową,2
jednakże,162
jedne,3
jednego,786
jednej,352
jednemu,89
jedno,107
jednobrzmiących,4
jednoczesne,8
jednoczesnego,21
jednoczesnej,3
jednoczesny,1
jednoczesnym,38
jednocześnie,315
jednodaniowych,1
jednoetapowa,1
jednoetapowy,1
jednogłośnie,2
jednoinstancyjne,1
jednoizbowych,1
jednokopytne,2
jednokopytnych,2
jednokrotne,3
jednokrotnego,11
jednokrotnej,2
jednokrotnie,5
jednokrotność,1
jednokrotny,1
jednolicie,1
jednolite,32
jednolitego,627
jednolitej,10
jednolitości,20
jednolitość,7
jednolity,109
jednolitych,53
jednolitym,3
jednolitą,10
jednolub,1
jednomandatowym,3
jednomiesięczne,1
jednomiesięcznego,20
jednomiesięcznym,3
jednomyślna,3
jednomyślnej,1
jednomyślności,1
jednomyślność,2
jednomyślnych,2
jednomyślną,2
jednoosiowe,1
jednoosobowa,1
jednoosobowe,19
jednoosobowego,10
jednoosobowej,16
jednoosobowi,1
jednoosobowo,52
jednoosobowy,3
jednoosobowych,15
jednoosobowym,23
jednoosobową,8
jednorazowa,39
jednorazowe,64
jednorazowego,69
jednorazowej,25
jednorazowo,75
jednorazowy,14
jednorazowych,23
jednorazowym,11
jednorazową,20
jednoroczne,1
jednorodne,5
jednorodnej,3
jednorodności,1
jednorodność,1
jednorodny,2
jednorodnych,11
jednorodną,1
jednorodzinnego,51
jednorodzinny,6
jednorodzinnych,16
jednorodzinnym,3
jednosekcyjnym,1
jednostce,400
jednostek,2413
jednostka,487
jednostkach,570
jednostkami,276
jednostki,3379
jednostkom,208
jednostkow,1
jednostkowa,13
jednostkowe,53
jednostkowego,10
jednostkowej,198
jednostkowo,3
jednostkowych,56
jednostkowym,23
jednostkową,23
jednostką,213
jednostkę,539
jednostopniowa,1
jednostronne,2
jednostronnego,4
jednostronnej,10
jednostronnie,4
jednostronnych,1
jednostronną,1
jednowapniowy,3
jednowodny,2
jednozmianowy,1
jednoznaczne,6
jednoznacznego,4
jednoznacznej,1
jednoznacznie,21
jednoznaczny,13
jednoznacznych,2
jednoznaczną,10
jedności,1
jednośladowych,2
jednośladowym,3
jednych,2
jednym,273
jedną,233
jedwabiu,11
jedwabniki,2
jedwabników,1
jedyna,1
jedyne,4
jedynego,6
jedynemu,4
jedynie,326
jedyny,6
jedynym,37
jedynymi,2
jedyną,3
jeeli,7
jego,6320
jej,3703
jejuni,1
jekty,1
jeleni,6
jelenia,4
jelenie,4
jeleniogórski,2
jeleniowate,1
jeleń,1
jelit,4
jelita,2
jelitową,1
jemu,19
jenoty,2
jersinioza,1
jeruzalem,2
jesiennej,2
jesiennym,1
jesionowy,1
jest,13197
jestem,17
jesteście,2
jeszcze,83
jewish,1
jewodzie,1
jewodów,1
jewódzkim,1
jezdna,3
jezdne,3
jezdni,9
jezdnia,1
jezdniowe,8
jezdnią,2
jezdnię,4
jezdnych,3
jezdną,1
jezior,22
jeziora,4
jeziorach,8
jeziorami,4
jeziorna,1
jeziornie,1
jezioro,1
jeziórko,1
jezus,1
jeńców,2
jeśli,203
jeździe,2
jeździec,1
jeździeckiej,1
jeźdźca,1
jeźdźcom,1
jeźdźcy,1
jeźdźców,4
jeż,1
jeżdżą,1
jeżel,2
jeżeli,12044
jeżli,1
ji,7
jnych,1
jodem,1
jodofenetyloamina,1
jogurt,1
jojoba,2
jonizujące,27
jonizującego,59
jonizujących,1
jonizującym,8
jonowymiennych,1
jonych,1
jonów,5
jordanowskich,1
jordanowskie,2
jordbruk,2
jordburg,1
jorku,14
joulie,6
jowej,1
jowym,1
jowymi,1
jscu,1
jubilerskie,3
jubilerstwa,2
jubileuszowa,4
jubileuszowe,14
jubileuszowej,37
jubileuszowych,11
jubileuszową,8
juchy,1
jucznych,1
jugosławii,2
juków,1
junacy,1
junakom,1
jungholz,1
juniorystom,1
juniorystów,2
junioryści,2
jurek,29
jurija,1
jurorów,1
jury,1
jurysdykcja,1
jurysdykcji,8
jurysdykcją,1
jurysdykcję,1
jurysdykcyjne,1
jurysdykcyjną,5
juty,7
już,208
jw,4
jwh,5
józefa,2
ją,306
jące,1
jący,1
jących,1
jącą,1
jądrowa,3
jądrowe,53
jądrowego,140
jądrowej,18
jądrowemu,1
jądrowy,12
jądrowych,56
jądrowym,20
jądrowymi,18
jądrową,5
jęczmienia,1
jęczmień,1
jętnym,1
język,65
języka,87
językach,5
języki,2
językiem,31
języko,1
językowego,1
językowej,6
językowych,4
językową,2
językoznawstwa,1
języku,179
języków,17
k,116
ka,7
kabel,6
kabelkowe,1
kabiny,1
kabinę,1
kabla,1
kablowe,1
kablowej,4
kablowych,9
kablową,1
kabotaż,2
kabotażowego,2
kabotażowy,5
kabotażowych,1
kabotażu,1
kach,1
kaczek,3
kaczka,1
kaczki,6
kaczorowskiemu,1
kadencja,155
kadencjami,1
kadencje,24
kadencji,358
kadencją,2
kadencję,63
kadencyjne,5
kadencyjnych,1
kadm,1
kadmowe,3
kadmowych,2
kadmu,9
kadr,51
kadra,1
kadrami,1
kadrowe,7
kadrowego,10
kadrowej,46
kadrowy,1
kadrowych,10
kadrowym,4
kadrowymi,4
kadrową,1
kadry,42
kadrze,1
kadrą,2
kadrę,8
kadzidłowa,1
kadłuba,6
kadłubie,3
kaftana,4
kagańca,1
kagańców,1
kajdanek,5
kajdanki,3
kakao,1
kal,1
kalafiory,2
kalafiorów,1
kalarepa,1
kalectwa,10
kalectwem,3
kalendarz,13
kalendarza,2
kalendarze,2
kalendarzem,3
kalendarzowe,18
kalendarzowego,281
kalendarzowej,1
kalendarzowo,2
kalendarzowy,109
kalendarzowych,92
kalendarzowym,274
kalendarzu,2
kalesony,5
kaletniczych,2
kaliber,1
kalibracją,1
kalibracyjnymi,1
kalibratorem,1
kalibrowania,1
kalibrownik,1
kaliski,2
kalisz,6
kalka,1
kalki,7
kalkula,1
kalkulacji,22
kalkulacją,1
kalkulację,8
kalkulacyjna,1
kalkulacyjne,12
kalkulacyjnego,1
kalkulacyjnej,2
kalkulacyjny,7
kalkulacyjnych,18
kalkulacyjnym,5
kalkulacyjną,1
kalkulowana,2
kalkulowane,2
kalkulowania,1
kalkulowanych,1
kalkulowaną,2
kalkuluje,1
kalkulują,1
kamer,1
kamery,1
kamforowego,1
kamieni,5
kamienia,20
kamieniach,2
kamieniami,2
kamieniarskiego,4
kamienie,2
kamieniołomach,17
kamienistości,1
kamienna,4
kamienne,1
kamiennego,33
kamiennej,1
kamienno,1
kamiennogórski,2
kamienny,1
kamiennym,3
kamień,1
kamieńce,1
kamieński,2
kamieńskiego,1
kamionka,1
kamizelki,5
kampali,2
kampania,16
kampaniach,2
kampanii,103
kampanią,5
kampanię,17
kampusu,2
kampylobakterioza,1
kanaan,1
kanadzie,1
kanadą,2
kanadę,1
kanalizacja,2
kanalizacji,9
kanalizacją,1
kanalizacyjna,1
kanalizacyjne,43
kanalizacyjnego,11
kanalizacyjnej,12
kanalizacyjnemu,2
kanalizacyjny,1
kanalizacyjnych,59
kanalizacyjnym,4
kanalizacyjną,3
kanaryjskich,1
kanaryjskie,1
kanaryjskiej,1
kanał,1
kanałach,5
kanałami,1
kanały,3
kanałów,19
kanberze,1
kancelaria,35
kancelariach,5
kancelariami,1
kancelarie,2
kancelarii,224
kancelarią,1
kancelarię,10
kancelaryjnego,1
kancelaryjno,2
kancelaryjny,1
kancelaryjnych,12
kancelaryjną,8
kanclerza,1
kandydaci,32
kandydacie,23
kandydackiej,75
kandydacką,81
kandydat,63
kandydata,265
kandydatach,20
kandydatami,3
kandydatem,14
kandydatom,5
kandydatowi,13
kandydatur,2
kandydatura,4
kandydatury,18
kandydaturę,19
kandydatów,655
kandydowania,3
kandydowanie,20
kandydowaniem,3
kandydować,8
kandydują,1
kandydująca,1
kandydujące,1
kandydujących,2
kanistrach,2
kannabinole,1
kanoniczne,2
kanonicznej,2
kanonicznych,1
kantorowa,4
kantorowej,15
kantorową,19
kanty,1
kanwie,1
kaolinem,1
kaolinowe,1
kaolinów,1
kapelana,2
kapelanów,10
kapelusze,1
kapelusznictwo,2
kapeluszy,7
kapi,1
kapitale,132
kapitalizacja,1
kapitalizacji,3
kapitalizację,2
kapitalizowane,1
kapitalizowanych,1
kapitalnego,2
kapitalnych,1
kapitan,89
kapitana,71
kapitanat,1
kapitanatu,1
kapitanaty,1
kapitanatów,1
kapitanem,3
kapitanowi,11
kapitanowie,2
kapitanów,7
kapitał,258
kapitałach,9
kapitałami,1
kapitałem,8
kapitałowa,22
kapitałowe,20
kapitałowego,22
kapitałowej,193
kapitałowi,4
kapitałowo,19
kapitałowy,24
kapitałowych,78
kapitałowym,24
kapitałowymi,5
kapitałową,63
kapitału,535
kapitały,32
kapitałów,46
kapituła,1
kapituły,3
kapitułę,1
kaplic,7
kaplica,1
kaplicach,3
kaplice,1
kaplicę,1
kapral,5
kaprala,16
kapsułek,2
kapsułkę,1
kapusta,2
kapustne,1
kapłanów,1
kar,314
kara,181
karach,8
karalne,13
karalnego,5
karalności,34
karalność,22
karalny,3
karalnych,1
karalnym,1
karamanie,1
karami,40
karana,23
karane,3
karanego,2
karani,8
karania,6
karany,11
karanych,1
karawanów,1
karbidu,1
karboksylowego,5
karboksylowy,1
karbonylki,1
karcie,102
karczewska,1
kardynała,2
karencja,1
karencji,29
karencją,1
karet,1
karetką,2
kariery,6
karierę,5
karlik,4
karmel,4
karmelem,1
karmelu,2
karmie,1
karmienia,17
karmienie,4
karmione,4
karmiąca,2
karmiącej,2
karmiących,4
karmiącą,4
karmić,1
karmy,1
karmę,4
karna,7
karne,220
karnego,1312
karnej,149
karnemu,3
karnetu,5
karnetów,1
karno,8
karny,249
karnych,238
karnym,224
karnymi,12
karną,32
karom,66
karotażu,4
karotenoidy,2
karotenoidów,1
karpi,2
karpia,1
karpiowatych,1
kart,142
karta,107
kartach,16
kartami,3
kartce,4
kartek,1
kartograficzna,6
kartograficzne,44
kartograficznego,41
kartograficznej,30
kartograficzny,7
kartograficznych,33
kartograficznym,17
kartograficznymi,4
kartograficzną,8
kartografii,56
kartografów,2
karton,1
kartonu,2
kartony,11
kartonów,1
kartotece,1
kartotecznym,1
kartotek,16
kartotekach,4
kartoteki,9
kartotekę,2
kartuski,2
karty,325
kartą,20
kartę,88
karuzele,2
kary,1486
karze,1588
karą,171
karę,701
kas,400
kasa,143
kasach,32
kasacja,91
kasacje,5
kasacji,135
kasacją,2
kasację,96
kasacyjna,2
kasacyjnego,2
kasacyjnej,4
kasacyjnemu,1
kasacyjny,3
kasacyjnych,8
kasacyjnym,12
kasami,32
kaset,3
kasetach,2
kasety,1
kasie,100
kaskaderów,2
kasom,17
kasowa,1
kasowania,2
kasowego,2
kasowej,3
kasowym,12
kasową,2
kastracyjnych,1
kasuje,1
kasują,1
kasującej,2
kasujący,1
kasy,570
kasyn,2
kasyna,12
kasynach,9
kasynie,4
kasyno,4
kasze,1
kaszy,2
kasą,26
kasę,80
katalitycznych,1
katalizatory,3
katalizatorów,1
katalog,5
katalogi,5
katalogiem,1
katalogowanie,2
katalogowy,1
katalogu,14
katalogów,3
kataru,2
kataster,15
katastrof,9
katastrofalne,2
katastrofalnych,1
katastrofie,2
katastrofy,8
katastrofą,1
katastrofę,1
katastru,24
katastrze,9
katechetyczna,1
katechetyczne,2
katechetyczny,1
katechetycznych,11
katechezy,1
katechezę,1
katechizacji,2
kategoria,32
kategoriach,9
kategoriami,6
kategorie,59
kategorii,260
kategoriom,2
kategorią,4
kategorię,38
kategoryzacji,2
katolicki,4
katolickiego,21
katolickiej,3
katolickiemu,1
katolickim,5
katowicach,26
katowice,24
katowicki,1
katowickiego,3
katowickiej,2
katowickim,2
katynon,1
kaucja,28
kaucje,3
kaucji,66
kaucję,10
kaucyjna,1
kaucyjnej,2
kaucyjną,1
kauczukowe,1
kauczukowych,1
kava,2
kawalera,2
kawalerem,2
kawałki,4
kawałku,2
kawałków,2
kawy,2
kazachstanu,2
kazano,1
kazeiniany,1
kazeinianów,4
kazeiny,4
kazeinę,1
kazimierza,4
kazują,1
każ,1
każda,164
każde,161
każdego,746
każdej,381
każdemu,47
każdorazowa,5
każdorazowe,4
każdorazowego,11
każdorazowej,10
każdorazowo,48
każdorazowym,9
każdy,511
każdych,6
każdym,381
każdą,126
kcal,2
kcjonariusza,1
kefir,1
kelem,1
kempingowe,11
kempingowych,1
kempingową,1
kesonach,1
kesoniarza,1
ketobemidon,1
kev,6
kg,68
khaki,1
ki,2
kibica,2
kibiców,1
kick,1
kidawa,3
kiedy,71
kiedykolwiek,8
kiejstuta,1
kielcach,2
kielce,5
kielichów,1
kieliszki,1
kiem,1
kierat,1
kierowana,14
kierowane,21
kierowanego,6
kierowanej,11
kierowani,3
kierowania,222
kierowanie,82
kierowaniem,10
kierowaniu,13
kierowany,15
kierowanych,15
kierowanym,9
kierowanymi,1
kierowaną,9
kierować,82
kierował,23
kierowała,6
kierowca,58
kierowcach,1
kierowcy,63
kierowców,121
kierowcą,7
kierowcę,10
kierownictwa,20
kierownictwem,7
kierownictwie,1
kierownictwo,5
kierownictwu,1
kierownicy,90
kierownicza,2
kierownicze,121
kierowniczego,7
kierowniczej,3
kierowniczych,32
kierowniczym,8
kierowniczymi,3
kierowniczą,7
kierownik,458
kierownika,460
kierownikach,3
kierownikami,11
kierownikiem,78
kierownikom,28
kierownikowi,67
kierowniku,10
kierowników,158
kieruje,332
kierują,48
kierując,267
kierująca,17
kierujące,15
kierującego,47
kierującej,10
kierującemu,5
kierujący,76
kierujących,55
kierującym,4
kierującymi,5
kierującą,13
kierunek,9
kierunkach,18
kierunkami,6
kierunki,59
kierunkiem,28
kierunkowa,1
kierunkowej,1
kierunkowych,2
kierunkowym,1
kierunkową,1
kierunku,62
kierunkw,1
kierunków,97
kierzkowska,1
kieszonkowego,2
kietrz,1
kiełbasianym,1
kiełkowania,2
kijki,1
kijowie,4
kilimiarstwo,2
kilimy,1
kilimów,2
kilka,72
kilkakrotnie,1
kilkoma,2
kilku,181
kilkuletnie,1
kilkuosobowego,1
kilkuosobowy,1
kiloelektronowoltów,1
kilogram,14
kilograma,5
kilogramach,13
kilogramie,2
kilogramowi,2
kilogramów,32
kilometr,8
kilometra,6
kilometrach,4
kilometrów,14
kilowatów,1
kim,2
kin,5
kina,2
kinach,4
kinematografii,10
kinetycznej,1
kinezyterapii,1
kinie,3
kino,4
kinotechnicznych,1
kinowe,5
kinowego,2
kioski,8
kiosków,2
kioto,9
kirche,2
kirgiskiej,2
kiszeniu,1
kiszonek,2
kiszonki,1
kiszonkowych,1
kitów,1
kizeryt,4
kizerytu,1
kiła,1
kiłą,1
kiłę,1
kj,5
klacze,2
klaczy,5
klamer,1
klarowności,2
klas,51
klasa,7
klasach,5
klaserów,1
klasie,4
klasy,70
klasyczny,1
klasyfikac,4
klasyfikacja,20
klasyfikacjach,4
klasyfikacje,8
klasyfikacji,224
klasyfikacją,31
klasyfikację,31
klasyfikacyjna,2
klasyfikacyjne,6
klasyfikacyjnej,12
klasyfikacyjny,1
klasyfikacyjnych,12
klasyfikacyjnym,1
klasyfikacyjnymi,1
klasyfikacyjną,8
klasyfikatora,3
klasyfikatorów,1
klasyfiko,1
klasyfikow,1
klasyfikowana,1
klasyfikowane,1
klasyfikowanego,6
klasyfikowania,8
klasyfikowanie,6
klasyfikowany,5
klasyfikowanych,2
klasyfiku,1
klasyfikuje,5
klasztor,1
klasztoru,2
klasztory,2
klasztorów,2
klasą,2
klasę,8
klatek,2
klatkach,2
klatki,1
klauzul,12
klauzula,19
klauzulach,1
klauzulami,5
klauzule,4
klauzuli,58
klauzulą,88
klauzulę,27
klauzurowych,1
klawesyny,1
klawikordy,1
klawisety,1
kleikiem,1
kleines,1
kleje,5
klejenia,1
klejenie,2
klejone,1
klejonki,1
klejów,2
klementynki,2
klepki,1
klepkowych,1
kleszczowego,1
kleszczów,1
kliencie,2
klient,21
klienta,72
klientami,20
klientem,25
klientom,14
klientowi,10
klientów,69
klifowych,2
klifów,1
klimacie,2
klimat,5
klimatu,12
klimaty,1
klimatyczne,1
klimatycznego,4
klimatycznej,11
klimatycznych,8
klimatyczną,1
klimatyzacyjne,2
klimatyzacyjnych,13
klimatyzatorów,1
klimontów,1
klingami,1
kliniczne,56
klinicznego,67
klinicznej,13
klinicznemu,5
klinicznie,1
kliniczno,3
kliniczny,20
klinicznych,86
klinicznym,18
klinicznymi,1
kliniczną,5
klinikach,1
kliniki,6
klinkierowej,1
kliszy,1
klonitazen,1
klonowania,1
klonowym,1
kloszy,1
klozetowych,1
klub,29
klubach,9
klubami,2
klubem,8
klubie,25
klubom,1
klubowi,1
klubu,81
kluby,32
klubów,43
kluczbork,1
kluczowe,1
kluczowych,1
kluczy,1
klęsk,62
klęska,2
klęskami,5
klęski,38
klęskom,2
klęską,7
km,38
kmh,2
kn,95
knoty,1
know,11
knowhow,1
knt,1
knurów,1
koalicje,1
koalicji,28
koalicję,11
koalicyjnego,8
koalicyjnej,1
koalicyjnemu,2
koalicyjny,11
koalicyjnych,3
koalicyjnym,1
kob,6
kobalt,8
kobaltoweg,1
kobaltu,11
kobaltuprzypadek,1
kobiecie,13
kobiecych,2
kobiet,96
kobieta,28
kobietach,2
kobietami,1
kobietom,2
kobiety,40
kobietą,7
kobietę,12
koce,5
kociego,1
kocy,1
kod,198
kodach,12
kodami,10
kodawców,1
kodeks,680
kodeksem,21
kodeksie,169
kodeksu,1603
kodeksów,2
kodem,9
kodoksym,1
kodowania,14
kodowaniu,1
kodowanych,2
kodowych,4
kodowymi,1
kodu,39
kody,9
kodyfikacja,1
kodyfikacji,3
kodyfikowanie,1
kodzie,17
kodów,12
kogeneracji,6
kogo,36
kogokolwiek,1
kogutów,1
kojarzył,1
koka,1
kokaina,1
kokard,1
kokcydiostatykw,1
kokcydiostatyków,7
koki,3
kokonów,2
kokosowego,3
kokosowy,2
koks,4
koksem,3
koksownictwa,2
koksownicze,2
koksowniczych,5
koksowniczym,1
koksu,6
koktajle,1
koktajli,1
koktajlu,1
kol,8
kolaborujących,3
kolacji,1
kolan,1
kolanek,1
kolbuszowski,2
kolcowanie,1
kolczatkę,2
kolczyków,1
kole,2
kolegia,18
kolegiach,11
kolegialne,13
kolegialnego,3
kolegialnie,1
kolegialności,1
kolegialnych,9
kolegiami,4
kolegiom,1
kolegium,537
kolegiów,69
kolei,83
kolejach,5
kolejami,7
koleje,67
kolejek,8
kolejki,6
kolejna,6
kolejne,146
kolejnego,66
kolejnej,39
kolejnemu,1
kolejnictwa,22
kolejnictwie,1
kolejno,63
kolejności,183
kolejnościach,1
kolejnością,12
kolejność,42
kolejny,65
kolejnych,189
kolejnym,19
kolejnymi,1
kolejną,14
kolejowa,2
kolejowe,25
kolejowego,158
kolejowej,68
kolejowemu,3
kolejowi,9
kolejowy,38
kolejowych,154
kolejowym,57
kolejowymi,22
kolejową,22
koleją,22
kolekcja,2
kolekcjami,1
kolekcje,1
kolekcji,7
kolekcjonerskich,1
kolekcjonerskie,3
kolekcjonerów,1
kolekcję,2
kolektorach,1
kolektorów,3
kolektywnej,1
